frame;x1;y1;w;h
1;0.479388298;0.439716312;0.035904255;0.143026005
2;0.479388298;0.439716312;0.034574468;0.166666667
3;0.478723404;0.442080378;0.033909574;0.145390071
4;0.475398936;0.442080378;0.03856383;0.140661939
5;0.472739362;0.443262411;0.039228723;0.150118203
6;0.472739362;0.443262411;0.03856383;0.158392435
7;0.470079787;0.444444444;0.039893617;0.160756501
8;0.468085106;0.444444444;0.037898936;0.158392435
9;0.464095745;0.440898345;0.041888298;0.131205674
10;0.466755319;0.443262411;0.03856383;0.137115839
11;0.465425532;0.437352246;0.037234043;0.15248227
12;0.464095745;0.444444444;0.037898936;0.144208038
13;0.464095745;0.443262411;0.037234043;0.131205674
14;0.46143617;0.444444444;0.037898936;0.130023641
15;0.460106383;0.443262411;0.039893617;0.127659574
16;0.458776596;0.443262411;0.037898936;0.130023641
17;0.458776596;0.440898345;0.036569149;0.128841608
18;0.456781915;0.438534279;0.037898936;0.13356974
19;0.45412234;0.437352246;0.040558511;0.144208038
20;0.45212766;0.433806147;0.037898936;0.132387707
21;0.450132979;0.43498818;0.037234043;0.125295508
22;0.450132979;0.436170213;0.035239362;0.125295508
23;0.449468085;0.436170213;0.034574468;0.119385343
24;0.446875;0.434722222;0.040625;0.097222222
25;0.44609375;0.436111111;0.0375;0.108333333
26;0.44609375;0.434722222;0.03515625;0.104166667
27;0.44140625;0.434722222;0.040625;0.106944444
28;0.443484043;0.440898345;0.035904255;0.121749409
29;0.442819149;0.443262411;0.035239362;0.112293144
30;0.44481383;0.445626478;0.031914894;0.109929078
31;0.44481383;0.445626478;0.030585106;0.111111111
32;0.44481383;0.446808511;0.029255319;0.11465721
33;0.44481383;0.451536643;0.029920213;0.109929078
34;0.445478723;0.452718676;0.028590426;0.104018913
35;0.446143617;0.455082742;0.028590426;0.104018913
36;0.446143617;0.457446809;0.027260638;0.115839243
37;0.445478723;0.459810875;0.027260638;0.120567376
38;0.445478723;0.463356974;0.027260638;0.120567376
39;0.445478723;0.466903073;0.027260638;0.113475177
40;0.445478723;0.469267139;0.025930851;0.11465721
41;0.44481383;0.469267139;0.027260638;0.122931442
42;0.444148936;0.471631206;0.027925532;0.11465721
43;0.44481383;0.473995272;0.027925532;0.105200946
44;0.444148936;0.472813239;0.028590426;0.112293144
45;0.44481383;0.477541371;0.027260638;0.104018913
46;0.445478723;0.477541371;0.025265957;0.100472813
47;0.444148936;0.476359338;0.029255319;0.106382979
48;0.444148936;0.478723404;0.027260638;0.105200946
49;0.44375;0.480555556;0.03046875;0.094444444
50;0.44375;0.481944444;0.03125;0.091666667
51;0.442819149;0.477541371;0.028590426;0.109929078
52;0.444148936;0.48463357;0.026595745;0.086288416
53;0.443484043;0.477541371;0.026595745;0.117021277
54;0.441489362;0.478723404;0.028590426;0.115839243
55;0.443484043;0.479905437;0.026595745;0.11820331
56;0.441489362;0.478723404;0.028590426;0.122931442
57;0.440625;0.476388889;0.02890625;0.091666667
58;0.43984375;0.475;0.03046875;0.097222222
59;0.441489362;0.48108747;0.025265957;0.096926714
60;0.43984375;0.483333333;0.0296875;0.088888889
61;0.44140625;0.481944444;0.025;0.095833333
62;0.4375;0.480555556;0.0296875;0.094444444
63;0.436835106;0.482269504;0.025930851;0.086288416
64;0.436835106;0.485815603;0.024601064;0.079196217
65;0.436835106;0.485815603;0.02393617;0.08392435
66;0.436170213;0.485815603;0.024601064;0.081560284
67;0.43203125;0.486111111;0.028125;0.0875
68;0.433510638;0.492907801;0.024601064;0.089834515
69;0.434175532;0.494089835;0.023271277;0.088652482
70;0.432845745;0.495271868;0.023271277;0.08392435
71;0.430851064;0.498817967;0.02393617;0.091016548
72;0.429521277;0.502364066;0.024601064;0.100472813
73;0.429521277;0.504728132;0.02393617;0.096926714
74;0.428191489;0.508274232;0.02393617;0.091016548
75;0.428191489;0.514184397;0.022606383;0.093380615
76;0.426196809;0.516548463;0.02393617;0.09929078
77;0.424867021;0.51891253;0.024601064;0.102836879
78;0.424867021;0.521276596;0.022606383;0.101654846
79;0.424867021;0.526004728;0.022606383;0.091016548
80;0.424202128;0.527186761;0.021941489;0.086288416
81;0.423537234;0.533096927;0.021276596;0.087470449
82;0.419547872;0.53427896;0.024601064;0.096926714
83;0.42087766;0.537825059;0.02393617;0.082742317
84;0.419547872;0.540189125;0.025265957;0.080378251
85;0.406914894;0.540189125;0.037234043;0.11820331
86;0.42087766;0.54964539;0.021941489;0.081560284
87;0.418882979;0.552009456;0.022606383;0.100472813
88;0.41640625;0.551388889;0.0296875;0.093055556
89;0.408909574;0.552009456;0.033244681;0.124113475
90;0.405585106;0.555555556;0.037234043;0.126477541
91;0.40625;0.557919622;0.033244681;0.122931442
92;0.41484375;0.558333333;0.02578125;0.083333333
93;0.4140625;0.559722222;0.02578125;0.0875
94;0.4140625;0.565277778;0.025;0.081944444
95;0.4125;0.565277778;0.0265625;0.086111111
96;0.409375;0.563888889;0.028125;0.088888889
97;0.41171875;0.569444444;0.028125;0.079166667
99;0.4078125;0.575;0.0296875;0.077777778
101;0.410904255;0.579196217;0.019946809;0.070921986
105;0.4078125;0.577777778;0.025;0.080555556
106;0.40703125;0.580555556;0.0234375;0.083333333
107;0.40546875;0.581944444;0.0234375;0.079166667
108;0.409375;0.579166667;0.01953125;0.079166667
109;0.4078125;0.579166667;0.0203125;0.080555556
110;0.40625;0.580555556;0.021875;0.080555556
111;0.396941489;0.576832151;0.031914894;0.06855792
112;0.404920213;0.573286052;0.022606383;0.066193853
113;0.40625;0.576832151;0.019946809;0.060283688
114;0.407579787;0.576832151;0.017287234;0.070921986
115;0.40625;0.575;0.02109375;0.083333333
116;0.40546875;0.570833333;0.021875;0.080555556
117;0.40625;0.569444444;0.02265625;0.088888889
118;0.4046875;0.569444444;0.02578125;0.090277778
119;0.40390625;0.572222222;0.025;0.083333333
120;0.40546875;0.570833333;0.0234375;0.091666667
121;0.40234375;0.5625;0.025;0.104166667
122;0.4015625;0.570833333;0.0265625;0.076388889
123;0.40390625;0.575;0.025;0.068055556
124;0.40390625;0.579166667;0.025;0.0625
125;0.40234375;0.576388889;0.02734375;0.073611111
126;0.4046875;0.577777778;0.02265625;0.073611111
127;0.4046875;0.583333333;0.025;0.072222222
128;0.4046875;0.5875;0.0203125;0.065277778
129;0.403125;0.591666667;0.02265625;0.070833333
130;0.40390625;0.597222222;0.02421875;0.0625
131;0.403590426;0.594562648;0.020611702;0.093380615
132;0.400265957;0.600472813;0.023271277;0.081560284
133;0.402260638;0.602836879;0.021276596;0.072104019
134;0.401595745;0.611111111;0.022606383;0.076832151
135;0.40390625;0.619444444;0.021875;0.061111111
136;0.40390625;0.629166667;0.02265625;0.065277778
137;0.386303191;0.630023641;0.036569149;0.081560284
138;0.403125;0.641666667;0.0234375;0.0625
139;0.40234375;0.647222222;0.02734375;0.068055556
140;0.404920213;0.653664303;0.018617021;0.086288416
141;0.403125;0.6625;0.025;0.063888889
142;0.40625;0.670212766;0.017952128;0.072104019
143;0.4046875;0.672222222;0.02265625;0.077777778
144;0.40625;0.686761229;0.018617021;0.067375887
145;0.400930851;0.691489362;0.024601064;0.080378251
146;0.406914894;0.695035461;0.017952128;0.062647754
147;0.404255319;0.69858156;0.023271277;0.073286052
150;0.408244681;0.70212766;0.017952128;0.069739953
152;0.409574468;0.695035461;0.017287234;0.069739953
154;0.41015625;0.683333333;0.0203125;0.0625
155;0.4109375;0.675;0.0203125;0.0625
156;0.402260638;0.670212766;0.026595745;0.082742317
157;0.410239362;0.654846336;0.018617021;0.078014184
